news_id,title
81,吉林聚焦冰雪旅游运动服饰，冷资源催生热经济新动能
82,阜新皮革产业开发区开展安全专项检查 提升责任意识 确保平稳运行
83,中国·大营裘皮产业指数-2025年3月下半月点评
84,2025中国(三门)冲锋衣高质量发展大会即将开幕
85,越南纺织服装协会称，“对等关税”将导致品牌被迫提价
86,2025（第三十届）中国服装论坛：回归服装的元命题
87,广西福绵：从“世界裤都”向“时尚之都”迈进
88,前2个月福建省鞋靴出口额居全国第一
89,晋江鞋服产值超4000亿元 全球每5双运动鞋中有1双晋江造
90,非洲时尚行业“顶流天团”来华——中国-非洲时尚对话在昆山成功举办
91,最快六小时送达！德邦快递刷新服装批发市场履约标准
92,陈大鹏：深耕中国创造，构建世界品牌
93,《紫貂服装》《青紫兰毛皮服装》启动会暨研讨会在桐乡举行
94,小城汶上：造出名鞋，如何蹚开新路？
95,以AI+3D技术驱动，引领纺织行业数字时尚新范式​
96,中国纺联会长孙瑞哲：立华服本质，创锦绣未来
97,中国服装协会校园服饰专业委员会成立大会日程一览
98,“天门衣尚”供应链信息平台发布 首批1200多家经营主体入驻
99,美国ITC发布对塑身衣及其组件的337部分终裁
100,拥抱AI，白沟箱包“卖全球”
101,蓝山村民家门口打工 ​108家就业帮扶车间带动就业3600余人
102,晋江市鞋服产业园（陈埭园）开工建设
103,国产体育用品营收首超国际巨头
104,“鞋”力相助！这座鲁西南小城服装制造“穿”出新天地
105,杭州海关做“足”功夫 助“国际袜都”提质发展
106,两大服装新中心落户 助力虎门服装走向世界
107,巨野县柳林镇：“家门口”的服装加工厂 “织”出乡村振兴致富路
108,永州市皮具箱包玩具产业联盟正式揭牌成立
109,潮涌鹏城，开启时尚 “超链接”丨第30届FASHION SOURCE时尚之源深圳展、AW25深圳原创时装周盛大启幕
110,资阳安岳县赴福建晋江举办鞋服产业招商推介会
111,聂市布鞋： 针线“纳”出千年技艺传承新天地
112,推动产业协同创新，2025 中国时尚大会正式启动
