news_id,title
57,3月20日唐源合纤锦纶长丝价格动态
58,3月20日潍坊欣龙粘胶短纤价格快讯
59,3月20日宜宾丝丽雅粘胶短纤价格快讯
60,3月20日唐山三友粘胶短纤价格快讯
61,3月20日南京化纤粘胶短纤价格快讯
62,3月20日新疆中泰纺织粘胶短纤价格快讯
63,3月20日进口棉报价微跌
64,杭州聚乾纺织纯涤纱价格下调
65,福建一8万锭环锭纺企业纯涤纱价格下调
66,中石化己内酰胺周结价为10720元/吨
67,国内纯涤纱行业库存天数统计
68,国内纯涤纱行业平均开工率统计
69,国内纯棉纱企业开工率统计
70,国内纯棉纱企业成品库存数据统计
71,丙烯腈行业产量及产能利用率数据统计
72,涤纶DTY商品报价动态（2025-03-20）
73,涤纶POY商品报价动态（2025-03-20）
74,涤纶短纤商品报价动态（2025-03-20）
75,PTA商品报价动态（2025-03-20）
76,棉纱商品报价动态（2025-03-20）
77,丙烯腈商品报价动态（2025-03-20）
78,生意社：3月20日浙江恒逸石化涤纶短纤价格暂稳
79,生意社：3月20日福建金纶高纤涤纶短纤价格暂稳
80,生意社：3月20日江苏三房巷涤纶短纤价格暂稳
81,生意社：仪征化纤PTA装置动态
82,生意社：海伦石化PTA装置动态
83,生意社：3月20日逸盛石化PTA外盘价格动态
85,3月20日内外棉价差扩大
86,C32s环锭纺纺纱即期利润减少
87,3月20日亚太化纺锦纶长丝价格动态
88,3月20日广东恒申美达锦纶长丝价格动态
89,3月20日福建锦江科技锦纶长丝价格动态
90,3月20日浙江方圆锦纶长丝价格动态
91,3月20日海安嘉禾化纤锦纶长丝价格动态
92,皮棉商品报价动态（2025-03-20）
98,国内主流地区纺企开机负荷变化不大
99,3月21日生意社丙烯腈基准价为8683.33元/吨
100,3月21日生意社粘胶短纤1.2D基准价为13600.00元/吨
101,3月21日生意社锦纶DTY基准价为16080.00元/吨
102,3月21日生意社锦纶POY基准价为13725.00元/吨
103,3月21日生意社锦纶FDY基准价为16725.00元/吨
104,3月21日生意社棉纱32S基准价为24125.00元/吨
105,3月21日生意社棉纱21S基准价为22633.33元/吨
106,3月21日生意社皮棉基准价为14916.00元/吨
107,3月21日生意社涤纶POY基准价为7237.50元/吨
108,3月21日生意社涤纶FDY基准价为7574.00元/吨
109,3月21日生意社涤纶DTY基准价为8437.50元/吨
110,3月21日生意社PTA基准价为4848.82元/吨
111,3月21日生意社氨纶基准价为25125.00元/吨
112,3月21日生意社32S涤纶纱基准价为11925.00元/吨
113,3月21日生意社涤纶短纤基准价为6968.33元/吨
114,3月21日生意社人棉纱基准价为17550.00元/吨
116,3月20日ICE期棉小幅下跌
117,3月7-13日美棉出口签约量较前周减少63%
119,PTA商品报价动态（2025-03-22）
120,丙烯腈商品报价动态（2025-03-22）
121,生意社：东营联合PTA装置动态
122,生意社：截止3月20日PTA相关行业开工率汇总
123,生意社：3月21日逸盛石化PTA外盘价格动态
124,生意社：3月21日江苏三房巷涤纶短纤价格暂稳
125,生意社：3月21日福建金纶高纤涤纶短纤价格上涨
126,生意社：3月21日浙江恒逸石化涤纶短纤价格暂稳
127,皮棉商品报价动态（2025-03-21）
128,2025年1-2月我国棉纱累计出口量同比增加32.29%
129,涤纶FDY商品报价动态（2025-03-21）
130,涤纶DTY商品报价动态（2025-03-21）
131,涤纶POY商品报价动态（2025-03-21）
132,涤纶纱商品报价动态（2025-03-21）
133,PTA商品报价动态（2025-03-21）
134,棉纱商品报价动态（2025-03-21）
135,丙烯腈商品报价动态（2025-03-21）
136,生丝商品报价动态（2025-03-21）
137,丙烯腈商品报价动态（2025-03-23）
138,3月21日进口棉报价微跌
139,截至3月20日全国棉花交售率为99.9%  销售率为58.7%
140,3月21日ICE期棉小幅下跌
141,3月24日生意社丙烯腈基准价为8683.33元/吨
142,3月24日生意社粘胶短纤1.2D基准价为13600.00元/吨
143,3月24日生意社锦纶DTY基准价为16080.00元/吨
144,3月24日生意社锦纶POY基准价为13725.00元/吨
145,3月24日生意社锦纶FDY基准价为16725.00元/吨
146,3月24日生意社棉纱32S基准价为24125.00元/吨
147,3月24日生意社棉纱21S基准价为22633.33元/吨
148,3月24日生意社皮棉基准价为14935.17元/吨
149,3月24日生意社涤纶POY基准价为7225.00元/吨
150,3月24日生意社涤纶FDY基准价为7514.00元/吨
151,3月24日生意社涤纶DTY基准价为8400.00元/吨
152,3月24日生意社PTA基准价为4877.27元/吨
153,3月24日生意社氨纶基准价为25125.00元/吨
154,3月24日生意社32S涤纶纱基准价为11925.00元/吨
155,3月24日生意社涤纶短纤基准价为6976.67元/吨
156,3月24日生意社人棉纱基准价为17550.00元/吨
157,3月24日ICE期棉微辐上涨
158,3月24日进口棉报价小幅下跌
159,2025年3月第3周巴西累计装出未加工的棉花18.1万吨
160,3月25日生意社PTA基准价为4877.27元/吨
161,3月25日生意社涤纶短纤基准价为6976.67元/吨
162,3月25日生意社丙烯腈基准价为8666.67元/吨
163,3月25日生意社粘胶短纤1.2D基准价为13600.00元/吨
164,3月25日生意社锦纶DTY基准价为15940.00元/吨
165,3月25日生意社锦纶POY基准价为13500.00元/吨
166,3月25日生意社锦纶FDY基准价为16500.00元/吨
167,3月25日生意社棉纱32S基准价为24125.00元/吨
168,3月25日生意社棉纱21S基准价为22633.33元/吨
169,3月25日生意社皮棉基准价为14928.67元/吨
170,3月25日生意社涤纶POY基准价为7193.75元/吨
171,3月25日生意社涤纶FDY基准价为7514.00元/吨
172,3月25日生意社涤纶DTY基准价为8400.00元/吨
173,3月25日生意社氨纶基准价为25125.00元/吨
174,3月25日生意社32S涤纶纱基准价为11925.00元/吨
175,3月25日生意社人棉纱基准价为17550.00元/吨
176,生意社：3月24日浙江恒逸石化涤纶短纤价格暂稳
177,生意社：3月24日华西村涤纶短纤价格暂稳
178,生意社：3月24日福建金纶高纤涤纶短纤价格暂稳
179,生意社：3月24日江苏三房巷涤纶短纤价格暂稳
180,3月24日亚太化纺锦纶长丝价格动态
181,3月24日广东恒申美达锦纶长丝价格动态
182,3月24日福建锦江科技锦纶长丝价格动态
183,3月24日海安嘉禾化纤锦纶长丝价格动态
184,3月24日唐源合纤锦纶长丝价格动态
185,3月24日浙江方圆锦纶长丝价格动态
186,锦纶POY商品报价动态（2025-03-24）
187,皮棉商品报价动态（2025-03-25）
188,中石化己内酰胺周结价为10380元/吨
189,3月25日潍坊欣龙粘胶短纤价格快讯
190,3月25日唐源合纤锦纶长丝价格动态
191,3月25日宜宾丝丽雅粘胶短纤价格快讯
192,3月25日唐山三友粘胶短纤价格快讯
193,3月25日南京化纤粘胶短纤价格快讯
194,3月25日新疆中泰纺织粘胶短纤价格快讯
195,1-2月我国对澳棉进口的增幅明显减小
196,涤纶纱商品报价动态（2025-03-25）
197,PTA商品报价动态（2025-03-25）
198,棉纱商品报价动态（2025-03-25）
199,丙烯腈商品报价动态（2025-03-25）
200,生意社：3月25日逸盛石化PTA外盘价格动态
201,生意社：3月25日福建金纶高纤涤纶短纤价格暂稳
202,生意社：3月25日浙江恒逸石化涤纶短纤价格暂稳
203,生意社：3月25日江苏三房巷涤纶短纤价格暂稳
204,皮棉商品报价动态（2025-04-29）
205,4月29日进口棉报价下跌
206,4月28日ICE期棉大幅下跌
207,2025年3月国内锦纶纤维进出口数据
208,涤纶纱商品报价动态（2025-04-29）
209,涤纶短纤商品报价动态（2025-04-29）
210,聚酯切片商品报价动态（2025-04-29）
211,PTA商品报价动态（2025-04-29）
212,棉纱商品报价动态（2025-04-29）
213,丙烯腈商品报价动态（2025-04-29）
214,生意社：4月29日新凤鸣涤纶短纤报价暂稳
215,生意社：4月29日福建金纶高纤涤纶短纤价格暂稳
216,生意社：4月29日浙江恒逸石化涤纶短纤价格暂稳
217,生意社：4月29日江苏三房巷涤纶短纤价格暂稳
218,生意社：4月28日逸盛石化PTA外盘价格动态
219,生意社：4月28日外盘CFR中国PTA主流价格上涨
220,4月29日生意社PTA基准价为4567.50元/吨
221,4月29日生意社涤纶短纤基准价为6352.92元/吨
222,4月29日生意社丙烯腈基准价为7966.67元/吨
223,4月29日生意社粘胶短纤1.2D基准价为13460.00元/吨
224,4月29日生意社锦纶DTY基准价为15340.00元/吨
225,4月29日生意社锦纶POY基准价为12675.00元/吨
226,4月29日生意社锦纶FDY基准价为15875.00元/吨
227,4月29日生意社棉纱32S基准价为23825.00元/吨
228,4月29日生意社棉纱21S基准价为22366.67元/吨
229,4月29日生意社皮棉基准价为14273.33元/吨
230,4月29日生意社涤纶POY基准价为6662.50元/吨
231,4月29日生意社涤纶FDY基准价为6694.00元/吨
232,4月29日生意社涤纶DTY基准价为8006.25元/吨
233,4月29日生意社氨纶基准价为24550.00元/吨
